Group,Group_ScatterPlot,MAG,Completeness,Contamination,Strain_Heterogeneity,N50,Assembly_Type,Assembly_Source
All MAGs,MQ,C039-M06_BAPx52.SR_plate,100,1.69,20,338169,MetaSPAdes (SR),Plate
All MAGs,MQ,29-1_6x14.LR_stool,100,1.67,9.09,2459383,MetaFlye2 (LR),Stool
All MAGs,HQ,40-1_6_LKVx20.SR_plate,100,1.64,0,4034190,MetaSPAdes (SR),Plate
All MAGs,HQ,47-2_13_DP_BAPcstx47-2_13_DP_BAPcst.001.SR_plate,100,1.63,0,2769002,MetaSPAdes (SR),Plate
All MAGs,HQ,47-1_N13_DP_BAPcstx15.SR_plate,100,1.63,0,276863,MetaSPAdes (SR),Plate
All MAGs,HQ,47-2_13_DPx4.LR_plate,100,1.63,0,3217139,MetaFlye2 (LR),Plate
All MAGs,HQ,C014-M00_WCxC014-M00_WC.001.SR_plate,100,1.63,0,2214846,MetaSPAdes (SR),Plate
All MAGs,HQ,43-1_12_stoolx64.SR_stool,100,1.61,0,2387585,MetaSPAdes (SR),Stool
All MAGs,HQ,43-1_12x43-1_early__43-1_12.008.LR_stool,100,1.61,0,2371040,MetaFlye2 (LR),Stool
All MAGs,HQ,43-1_16_stoolxbin.17.SR_stool,100,1.61,0,737838,MetaSPAdes (SR),Stool
All MAGs,HQ,43-1_16x43-1_late__43-1_16.013.LR_stool,100,1.61,0,2372810,MetaFlye2 (LR),Stool
All MAGs,HQ,43-1_24_BAPx43-1_24_BAP.004.SR_plate,100,1.61,0,1255536,MetaSPAdes (SR),Plate
All MAGs,HQ,43-1_24x41.SR_stool,100,1.61,0,1502200,MetaSPAdes (SR),Stool
All MAGs,HQ,43-1_34_BAPx43-1_34_BAP.008.SR_plate,100,1.61,0,78163,MetaSPAdes (SR),Plate
All MAGs,HQ,43-1_40_BAPxbin.13.SR_plate,100,1.61,0,135624,MetaSPAdes (SR),Plate
All MAGs,HQ,43-1_40xbin.54.SR_stool,100,1.61,0,531794,MetaSPAdes (SR),Stool
All MAGs,HQ,43-1_46x6_sub.SR_stool,100,1.61,0,342809,MetaSPAdes (SR),Stool
All MAGs,HQ,43-1_66_BAPx43-1_66_BAP.002.SR_plate,100,1.61,0,1488372,MetaSPAdes (SR),Plate
All MAGs,HQ,43-1_66x43-1_66.009.SR_stool,100,1.61,0,562072,MetaSPAdes (SR),Stool
All MAGs,HQ,43-1_7_stoolx43-1_7_stool.004.SR_stool,100,1.61,0,1523550,MetaSPAdes (SR),Stool
All MAGs,HQ,43-1_73x73.SR_stool,100,1.61,0,531631,MetaSPAdes (SR),Stool
All MAGs,HQ,43-1_7x40.LR_stool,100,1.61,0,2371046,MetaFlye2 (LR),Stool
All MAGs,HQ,43-1_8x43-1_8.005.SR_stool,100,1.61,0,2387751,MetaSPAdes (SR),Stool
All MAGs,HQ,43-1_8x43-1_early__43-1_8.005.LR_stool,100,1.61,0,2371046,MetaFlye2 (LR),Stool
All MAGs,HQ,43-1_90_DP_BAPcstx43-1_90_DP_BAPcst.001.SR_plate,100,1.61,0,1488440,MetaSPAdes (SR),Plate
All MAGs,HQ,43-1_90x12_sub.SR_stool,100,1.61,0,620160,MetaSPAdes (SR),Stool
All MAGs,HQ,43-1_N10x1.SR_stool,100,1.61,0,2387980,MetaSPAdes (SR),Stool
All MAGs,HQ,43-2_15x43-2_late__43-2_15.011.LR_stool,100,1.61,0,2377519,MetaFlye2 (LR),Stool
All MAGs,HQ,43-2_36x9.LR_stool,100,1.61,0,2377514,MetaFlye2 (LR),Stool
All MAGs,HQ,43-2_7_stoolx43-2_7_stool.007.SR_stool,100,1.61,0,1395913,MetaSPAdes (SR),Stool
All MAGs,HQ,43-2_8x32.SR_stool,100,1.61,0,2387669,MetaSPAdes (SR),Stool
All MAGs,HQ,43-2_8x4.LR_stool,100,1.61,0,1889912,MetaFlye2 (LR),Stool
All MAGs,HQ,43-2_94x9_sub.SR_stool,100,1.61,0,1517753,MetaSPAdes (SR),Stool
All MAGs,HQ,43-2_N15_DP_BAPcstx21_sub.SR_plate,100,1.61,0,470126,MetaSPAdes (SR),Plate
All MAGs,HQ,43-2_N15x25.SR_stool,100,1.61,0,737903,MetaSPAdes (SR),Stool
All MAGs,HQ,C029-M06xC029_FIXED__C029-M06.013.LR_stool,100,1.61,0,2375487,MetaFlye2 (LR),Stool
All MAGs,HQ,C039-M06_BAPxC039-M06_BAP.004.SR_plate,100,1.61,0,696220,MetaSPAdes (SR),Plate
All MAGs,HQ,C039-M06_stoolx8.SR_stool,100,1.61,0,537423,MetaSPAdes (SR),Stool
All MAGs,HQ,C039-M06_WCxC039-M06_WC.005_sub.SR_plate,100,1.61,0,641770,MetaSPAdes (SR),Plate
All MAGs,HQ,C043-M24_BAPxC043-M24_BAP.001.SR_plate,100,1.61,0,198754,MetaSPAdes (SR),Plate
All MAGs,HQ,17-1_N10x17-1_early_17-1_N10_WC.003.LR_plate,100,1.61,0,3584221,MetaFlye2 (LR),Plate
All MAGs,HQ,C039-M00x107_sub.SR_stool,100,1.61,0,1216486,MetaSPAdes (SR),Stool
All MAGs,HQ,C043-M24xC043-M24.008.SR_stool,100,1.61,0,247117,MetaSPAdes (SR),Stool
All MAGs,MQ,40-1_35_stoolxbin.29.SR_stool,100,1.61,50,1166608,MetaSPAdes (SR),Stool
All MAGs,MQ,40-2_35_stoolx40-2_35_stool.014.SR_stool,100,1.61,50,1759987,MetaSPAdes (SR),Stool
All MAGs,MQ,C008-M06_WCxC008-M06_WC.002_sub.SR_plate,100,1.61,25,1735088,MetaSPAdes (SR),Plate
All MAGs,MQ,C039-M06_WCx19_sub.SR_plate,100,1.61,25,690515,MetaSPAdes (SR),Plate
All MAGs,MQ,20-1_5_stoolx30.SR_stool,100,1.61,25,93006,MetaSPAdes (SR),Stool
All MAGs,MQ,29-1_8_stoolxbin.13.SR_stool,100,1.61,25,169713,MetaSPAdes (SR),Stool
All MAGs,HQ,C017-M06_stoolxbin.30.SR_stool,100,1.5,0,461289,MetaSPAdes (SR),Stool
All MAGs,HQ,C017-M06xC017__C017-M06.014.LR_stool,100,1.5,0,2452057,MetaFlye2 (LR),Stool
All MAGs,MQ,39-2_7x39-2_early__39-2_7.004_sub.LR_stool,100,1.5,87.5,2348242,MetaFlye2 (LR),Stool
All MAGs,MQ,40-2_16x40-2_late__40-2_16.001.LR_stool,100,1.5,78.26,2512535,MetaFlye2 (LR),Stool
All MAGs,HQ,29-1_33_BAPx79.SR_plate,100,1.42,0,64165,MetaSPAdes (SR),Plate
All MAGs,HQ,14-2_14_stoolx48.SR_stool,100,1.41,0,566473,MetaSPAdes (SR),Stool
All MAGs,HQ,29-1_15x36.SR_stool,100,1.41,0,197323,MetaSPAdes (SR),Stool
All MAGs,MQ,17-2_6_stoolx34.SR_stool,100,1.41,66.67,43765,MetaSPAdes (SR),Stool
All MAGs,MQ,47-1_13xbin.13.LR_stool,100,1.38,75,2481776,MetaFlye2 (LR),Stool
All MAGs,MQ,17-1_6_WCx17-1_6_WC.003.SR_plate,100,1.38,33.33,601064,MetaSPAdes (SR),Plate
All MAGs,MQ,29-1_47x11.LR_plate,100,1.38,20,2608034,MetaFlye2 (LR),Plate
All MAGs,HQ,20-1_5x11.LR_stool,100,1.36,0,2294070,MetaFlye2 (LR),Stool
All MAGs,MQ,20-1_11x20-1_early__20-1_11.007.LR_stool,100,1.36,100,703777,MetaFlye2 (LR),Stool
All MAGs,MQ,39-1_N11x39-1_N11.006.SR_stool,100,1.36,33.33,2052117,MetaSPAdes (SR),Stool
All MAGs,HQ,29-1_33x29-1_33.018.SR_stool,100,1.34,0,727330,MetaSPAdes (SR),Stool
All MAGs,HQ,39-2_20xbin.20.SR_stool,100,1.34,0,136478,MetaSPAdes (SR),Stool
All MAGs,HQ,39-2_11x39-2_early__39-2_11.007.LR_stool,100,1.27,0,2156256,MetaFlye2 (LR),Stool
All MAGs,MQ,40-1_13x40-1_13.007.SR_stool,100,1.27,50,799533,MetaSPAdes (SR),Stool
All MAGs,MQ,40-1_13x40-1_early__40-1_13.005.LR_stool,100,1.27,50,2514669,MetaFlye2 (LR),Stool
All MAGs,MQ,40-1_15x40-1_15.010.SR_stool,100,1.27,50,676742,MetaSPAdes (SR),Stool
All MAGs,MQ,40-1_35_stoolx144.SR_stool,100,1.27,50,340034,MetaSPAdes (SR),Stool
All MAGs,MQ,40-1_9x40-1_early__40-1_9.009.LR_stool,100,1.27,50,2514668,MetaFlye2 (LR),Stool
All MAGs,MQ,40-2_10x40-2_10.004.SR_stool,100,1.27,50,1814409,MetaSPAdes (SR),Stool
All MAGs,MQ,40-2_13x0.SR_stool,100,1.27,50,331985,MetaSPAdes (SR),Stool
All MAGs,MQ,C043-M01_stoolxC043-M01_stool.012.SR_stool,100,1.27,50,421729,MetaSPAdes (SR),Stool
All MAGs,MQ,C043-M07xC043_FIXED__C043-M07.012.LR_stool,100,1.27,50,2388727,MetaFlye2 (LR),Stool
All MAGs,MQ,C043-M24xC043-M24.009.SR_stool,100,1.27,50,2034487,MetaSPAdes (SR),Stool
All MAGs,MQ,C043-M36x43.SR_stool,100,1.27,50,1803334,MetaSPAdes (SR),Stool
All MAGs,MQ,C043-M36xC043_FIXED__C043-M36.007.LR_stool,100,1.27,50,2367817,MetaFlye2 (LR),Stool
All MAGs,MQ,40-2_10x40-2_early__40-2_10.003.LR_stool,100,1.27,50,2514443,MetaFlye2 (LR),Stool
All MAGs,MQ,14-2_6_stoolx14-2_6_stool.008.SR_stool,100,1.27,28.57,223360,MetaSPAdes (SR),Stool
All MAGs,HQ,40-1_6x24.LR_stool,100,1.26,0,525368,MetaFlye2 (LR),Stool
All MAGs,HQ,C014-M27_stoolxC014-M27_stool.013.SR_stool,100,1.21,0,374293,MetaSPAdes (SR),Stool
All MAGs,HQ,39-1_94_CMBcst_WCx39-1_94_CMBcst_WC.001.SR_plate,100,1.21,0,1122405,MetaSPAdes (SR),Plate
All MAGs,MQ,20-2_13x85.SR_stool,100,1.21,50,64338,MetaSPAdes (SR),Stool
All MAGs,HQ,20-1_5_stoolx20-1_5_stool.010_sub.SR_stool,100,1.2,0,624102,MetaSPAdes (SR),Stool
All MAGs,HQ,C029-M24_stoolxC029-M24_stool.029.SR_stool,100,1.19,0,389683,MetaSPAdes (SR),Stool
All MAGs,MQ,08-1_14x8-1_late__08-1_14.005.LR_stool,100,1.15,100,521087,MetaFlye2 (LR),Stool
All MAGs,HQ,14-2_36_stoolx14-2_36_stool.002.SR_stool,100,1.14,0,1710240,MetaSPAdes (SR),Stool
All MAGs,MQ,43-1_17x43-1_17.010.SR_stool,100,1.14,66.67,371926,MetaSPAdes (SR),Stool
All MAGs,MQ,08-1_6_stoolx08-1_6_stool.003.SR_stool,100,1.14,33.33,2248757,MetaSPAdes (SR),Stool
All MAGs,MQ,39-2_N11_DP_BAPcstx39-2_N11_DP_BAPcst.008.SR_plate,100,1.14,25,115740,MetaSPAdes (SR),Plate
All MAGs,MQ,14-1_11_stoolxbin.19.SR_stool,100,1.12,25,468298,MetaSPAdes (SR),Stool
All MAGs,MQ,20-1_5_LKVx4.SR_plate,100,1.09,100,294514,MetaSPAdes (SR),Plate
All MAGs,MQ,20-2_64x20-2_64.012.SR_stool,100,1.09,25,581091,MetaSPAdes (SR),Stool
All MAGs,HQ,39-1_N11_DP_LKVx39-1_N11_DP_LKV.001.SR_plate,100,1.08,0,3082358,MetaSPAdes (SR),Plate
All MAGs,HQ,39-2_N11_DP_LKVx39-2_N11_DP_LKV.001.SR_plate,100,1.08,0,3986557,MetaSPAdes (SR),Plate
All MAGs,HQ,39-2_N11_DPx39-2_N11_DP_LKV_39-2_N11_LKV.001.LR_plate,100,1.08,0,1141185,MetaFlye2 (LR),Plate
All MAGs,HQ,43-1_2x43-1_early__43-1_2.007.LR_stool,100,1.08,0,2109946,MetaFlye2 (LR),Stool
All MAGs,HQ,43-2_36_stoolx43-2_36_stool.001.SR_stool,100,1.06,0,452820,MetaSPAdes (SR),Stool
All MAGs,HQ,40-2_16x40-2_16.001.SR_stool,100,1.04,0,2488387,MetaSPAdes (SR),Stool
All MAGs,HQ,43-1_17x43-1_17.028.SR_stool,100,1.03,0,579260,MetaSPAdes (SR),Stool
All MAGs,HQ,14-2_9_WCx14-2_9_WC.003_sub.SR_plate,100,1.02,0,716092,MetaSPAdes (SR),Plate
All MAGs,HQ,14-1_6_stoolx14-1_6_stool.011.SR_stool,100,1,0,2294562,MetaSPAdes (SR),Stool
All MAGs,HQ,19-1_95x19-1_late__19-1_95.002.LR_stool,100,0.98,0,2244519,MetaFlye2 (LR),Stool
All MAGs,HQ,14-1_9_stoolx14-1_9_stool.003.SR_stool,100,0.94,0,761644,MetaSPAdes (SR),Stool
All MAGs,HQ,14-2_9_stoolx14-2_9_stool.006.SR_stool,100,0.94,0,3351023,MetaSPAdes (SR),Stool
All MAGs,HQ,17-1_N10_stoolxbin.35.SR_stool,100,0.94,0,417610,MetaSPAdes (SR),Stool
All MAGs,HQ,19-2_10x19-2_10.009.SR_stool,100,0.94,0,1918018,MetaSPAdes (SR),Stool
All MAGs,HQ,39-2_8x66.SR_stool,100,0.94,0,334544,MetaSPAdes (SR),Stool
All MAGs,HQ,43-1_11x43-1_early__43-1_11.012.LR_stool,100,0.94,0,2231871,MetaFlye2 (LR),Stool
All MAGs,HQ,43-1_1x7.LR_stool,100,0.94,0,2089799,MetaFlye2 (LR),Stool
All MAGs,HQ,43-1_8x43-1_early__43-1_8.012.LR_stool,100,0.94,0,2231827,MetaFlye2 (LR),Stool
All MAGs,HQ,47-1_37x83.LR_stool,100,0.94,0,779573,MetaFlye2 (LR),Stool
All MAGs,HQ,14-2_14_LKVx94.SR_plate,100,0.94,0,215084,MetaSPAdes (SR),Plate
All MAGs,HQ,17-1_6_stoolx17-1_6_stool.014.SR_stool,100,0.94,0,469583,MetaSPAdes (SR),Stool
All MAGs,HQ,17-2_N11_stoolxbin.39.SR_stool,100,0.94,0,256803,MetaSPAdes (SR),Stool
All MAGs,HQ,29-2_N17xbin.6.SR_stool,100,0.94,0,241584,MetaSPAdes (SR),Stool
All MAGs,HQ,C017-M36xC017-M36.024.SR_stool,100,0.94,0,193800,MetaSPAdes (SR),Stool
All MAGs,MQ,08-2_N6x68.SR_stool,100,0.94,100,119778,MetaSPAdes (SR),Stool
All MAGs,MQ,19-2_N16_DPx19-2_N16_DP_LKV_19-2_N16_LKV.001.LR_plate,100,0.94,100,637466,MetaFlye2 (LR),Plate
All MAGs,MQ,39-2_10_LKVxbin.2.SR_plate,100,0.94,100,301091,MetaSPAdes (SR),Plate
All MAGs,MQ,43-1_21x65.SR_stool,100,0.94,100,178704,MetaSPAdes (SR),Stool
All MAGs,MQ,47-1_37_stoolx90.SR_stool,100,0.94,100,103023,MetaSPAdes (SR),Stool
All MAGs,HQ,40-1_15_CMBcst_WCx40-1_15_CMBcst_WC.001_sub.SR_plate,100,0.93,0,503280,MetaSPAdes (SR),Plate
All MAGs,HQ,14-2_14_stoolx15.SR_stool,100,0.92,0,1795539,MetaSPAdes (SR),Stool
All MAGs,HQ,29-1_47_BAPx37.SR_plate,100,0.92,0,169943,MetaSPAdes (SR),Plate
All MAGs,MQ,47-1_7xbin.2.LR_stool,100,0.92,100,2481662,MetaFlye2 (LR),Stool
All MAGs,MQ,C043-M24xC043_FIXED__C043-M24.011.LR_stool,100,0.92,42.86,1881342,MetaFlye2 (LR),Stool
All MAGs,HQ,08-2_N6_WCx9.SR_plate,100,0.91,0,588557,MetaSPAdes (SR),Plate
All MAGs,HQ,8-1_11_DP_BAPcstx8-1_11_DP_BAPcst.001.SR_plate,100,0.91,0,676453,MetaSPAdes (SR),Plate
All MAGs,HQ,8-2_14_DP_BAPcstx8-2_14_DP_BAPcst.001.SR_plate,100,0.91,0,2193303,MetaSPAdes (SR),Plate
All MAGs,HQ,C008-M06_BAPxC008-M06_BAP.004.SR_plate,100,0.91,0,2118470,MetaSPAdes (SR),Plate
All MAGs,HQ,C008-M06_WCx47.SR_plate,100,0.91,0,2105202,MetaSPAdes (SR),Plate
All MAGs,HQ,08-1_6x08-1_early__08-1_6.002.LR_stool,100,0.91,0,2239985,MetaFlye2 (LR),Stool
All MAGs,HQ,C008-M06xC008-M06.005.SR_stool,100,0.91,0,2184070,MetaSPAdes (SR),Stool
All MAGs,MQ,39-2_74x39-2_74.005.SR_stool,100,0.91,37.5,1691533,MetaSPAdes (SR),Stool
All MAGs,MQ,39-2_88xbin.46.SR_stool,100,0.91,37.5,708043,MetaSPAdes (SR),Stool
All MAGs,MQ,19-1_10x19-1_10.001.SR_stool,100,0.91,25,2218307,MetaSPAdes (SR),Stool
All MAGs,HQ,14-2_36x14-2_late__14-2_36.002.LR_stool,100,0.83,0,2230729,MetaFlye2 (LR),Stool
All MAGs,HQ,19-1_6_WCx19-1_6_WC.002.SR_plate,100,0.83,0,2179741,MetaSPAdes (SR),Plate
All MAGs,HQ,29-1_88xbin.66.SR_stool,100,0.83,0,652993,MetaSPAdes (SR),Stool
All MAGs,HQ,43-2_94x43-2_94.001.SR_stool,100,0.83,0,1978088,MetaSPAdes (SR),Stool
All MAGs,HQ,19-1_6_stoolx19-1_6_stool.001.SR_stool,100,0.83,0,2430626,MetaSPAdes (SR),Stool
All MAGs,MQ,20-2_12x20-2_12.023_sub.SR_stool,100,0.83,85.71,154115,MetaSPAdes (SR),Stool
All MAGs,MQ,29-1_95_DP_BAPcstx29-1_95_DP_BAPcst.001.SR_plate,100,0.83,20,1750735,MetaSPAdes (SR),Plate
All MAGs,HQ,08-2_95xbin.26.SR_stool,100,0.81,0,171523,MetaSPAdes (SR),Stool
All MAGs,HQ,14-2_36_stoolx14-2_36_stool.009.SR_stool,100,0.81,0,1501045,MetaSPAdes (SR),Stool
All MAGs,HQ,14-2_95_BAPx8_sub.SR_plate,100,0.81,0,691746,MetaSPAdes (SR),Plate
All MAGs,HQ,14-2_95x31.LR_stool,100,0.81,0,2366490,MetaFlye2 (LR),Stool
All MAGs,HQ,20-1_11x15.SR_stool,100,0.81,0,1361778,MetaSPAdes (SR),Stool
All MAGs,HQ,29-1_10_CMBcst_WCx29-1_10_CMBcst_WC.003.SR_plate,100,0.81,0,234998,MetaSPAdes (SR),Plate
All MAGs,HQ,29-1_67x54.SR_stool,100,0.81,0,1094993,MetaSPAdes (SR),Stool
All MAGs,HQ,29-1_88_BAPx23.SR_plate,100,0.81,0,190034,MetaSPAdes (SR),Plate
All MAGs,HQ,29-1_95_DP_BAPcstx29-1_95_DP_BAPcst.002.SR_plate,100,0.81,0,1095100,MetaSPAdes (SR),Plate
All MAGs,HQ,29-2_36_BAPx32.SR_plate,100,0.81,0,299249,MetaSPAdes (SR),Plate
All MAGs,HQ,29-2_36_stoolx29-2_36_stool.037.SR_stool,100,0.81,0,1434521,MetaSPAdes (SR),Stool
All MAGs,HQ,29-2_95_DP_BAPcstx29-2_95_DP_BAPcst.001.SR_plate,100,0.81,0,2343356,MetaSPAdes (SR),Plate
All MAGs,HQ,29-2_95x64.SR_stool,100,0.81,0,728677,MetaSPAdes (SR),Stool
All MAGs,HQ,39-2_20x101.SR_stool,100,0.81,0,309270,MetaSPAdes (SR),Stool
All MAGs,HQ,39-2_N11x4.SR_stool,100,0.81,0,484081,MetaSPAdes (SR),Stool
All MAGs,HQ,40-1_15x40-1_15.016.SR_stool,100,0.81,0,250097,MetaSPAdes (SR),Stool
All MAGs,HQ,43-1_14xbin.11.SR_stool,100,0.81,0,233301,MetaSPAdes (SR),Stool
All MAGs,HQ,43-1_21xbin.19.SR_stool,100,0.81,0,118794,MetaSPAdes (SR),Stool
All MAGs,HQ,43-1_24_BAPx6_sub.SR_plate,100,0.81,0,199034,MetaSPAdes (SR),Plate
All MAGs,HQ,43-1_54xbin.14.SR_stool,100,0.81,0,142453,MetaSPAdes (SR),Stool
All MAGs,HQ,47-2_7_BAPx32.SR_plate,100,0.81,0,912008,MetaSPAdes (SR),Plate
All MAGs,HQ,C014-M36xbin.52.SR_stool,100,0.81,0,284272,MetaSPAdes (SR),Stool
All MAGs,HQ,C029-M00_stoolxbin.34.SR_stool,100,0.81,0,464050,MetaSPAdes (SR),Stool
All MAGs,HQ,C029-M00x48.LR_stool,100,0.81,0,2375522,MetaFlye2 (LR),Stool
All MAGs,HQ,C029-M06x58.SR_stool,100,0.81,0,631458,MetaSPAdes (SR),Stool
All MAGs,HQ,C029-M24_stoolx106.SR_stool,100,0.81,0,525217,MetaSPAdes (SR),Stool
All MAGs,HQ,C040-M24xC040-M24.018.SR_stool,100,0.81,0,173906,MetaSPAdes (SR),Stool
All MAGs,HQ,C043-M01_BAPxC043-M01_BAP.001.SR_plate,100,0.81,0,722870,MetaSPAdes (SR),Plate
All MAGs,HQ,14-1_95_stoolx55_sub.SR_stool,100,0.81,0,616487,MetaSPAdes (SR),Stool
All MAGs,HQ,14-2_36x14-2_late__14-2_36.009.LR_stool,100,0.81,0,2366500,MetaFlye2 (LR),Stool
All MAGs,HQ,17-2_99_stoolx17-2_99_stool.019.SR_stool,100,0.81,0,229982,MetaSPAdes (SR),Stool
All MAGs,HQ,20-1_14x3.SR_stool,100,0.81,0,1644842,MetaSPAdes (SR),Stool
All MAGs,HQ,20-2_12x39.SR_stool,100,0.81,0,141909,MetaSPAdes (SR),Stool
All MAGs,HQ,29-1_33_BAPx29-1_33_BAP.001.SR_plate,100,0.81,0,2345965,MetaSPAdes (SR),Plate
All MAGs,HQ,39-2_N18_BAPx23.SR_plate,100,0.81,0,321864,MetaSPAdes (SR),Plate
All MAGs,HQ,43-1_2x46.SR_stool,100,0.81,0,49864,MetaSPAdes (SR),Stool
All MAGs,HQ,43-1_N11x65.SR_stool,100,0.81,0,1408079,MetaSPAdes (SR),Stool
All MAGs,HQ,43-2_12x19_sub.SR_stool,100,0.81,0,1469275,MetaSPAdes (SR),Stool
All MAGs,HQ,47-2_7x14.LR_stool,100,0.81,0,2445894,MetaFlye2 (LR),Stool
All MAGs,HQ,C014-M36_BAPx49_sub.SR_plate,100,0.81,0,320313,MetaSPAdes (SR),Plate
All MAGs,HQ,C020-M00_BAPx13.SR_plate,100,0.81,0,160861,MetaSPAdes (SR),Plate
All MAGs,HQ,C029-M24x66.LR_stool,100,0.81,0,2375482,MetaFlye2 (LR),Stool
All MAGs,HQ,C029-M36xbin.69.SR_stool,100,0.81,0,461799,MetaSPAdes (SR),Stool
All MAGs,HQ,C039-M36_BAPxC039-M36_BAP.001.SR_plate,100,0.81,0,830818,MetaSPAdes (SR),Plate
All MAGs,HQ,C040-M36x46.SR_stool,100,0.81,0,275879,MetaSPAdes (SR),Stool
All MAGs,HQ,C043-M01_stoolx18.SR_stool,100,0.81,0,743791,MetaSPAdes (SR),Stool
All MAGs,HQ,C047-M07_stoolx88.SR_stool,100,0.81,0,1832367,MetaSPAdes (SR),Stool
All MAGs,MQ,14-1_9_stoolxbin.22.SR_stool,100,0.81,100,121837,MetaSPAdes (SR),Stool
All MAGs,HQ,39-2_74x39-2_74.009.SR_stool,100,0.8,0,1560039,MetaSPAdes (SR),Stool
All MAGs,HQ,C014-M27_stoolx98.SR_stool,100,0.8,0,278472,MetaSPAdes (SR),Stool
All MAGs,MQ,40-1_93xbin.14.SR_stool,100,0.8,100,249236,MetaSPAdes (SR),Stool
All MAGs,MQ,29-1_12x29-1_12.014.SR_stool,100,0.8,33.33,62161,MetaSPAdes (SR),Stool
All MAGs,HQ,47-1_10x70.SR_stool,100,0.75,0,128439,MetaSPAdes (SR),Stool
All MAGs,HQ,47-1_N13x47-1_N13.027.SR_stool,100,0.75,0,592631,MetaSPAdes (SR),Stool
All MAGs,HQ,47-1_37x47-1_late__47-1_37.042.LR_stool,100,0.75,0,2454858,MetaFlye2 (LR),Stool
All MAGs,MQ,C029-M00_stoolx84.SR_stool,100,0.74,50,72899,MetaSPAdes (SR),Stool
All MAGs,HQ,19-1_10xbin.12.SR_stool,100,0.7,0,86442,MetaSPAdes (SR),Stool
All MAGs,HQ,19-2_10x19-2_10.011.SR_stool,100,0.7,0,585831,MetaSPAdes (SR),Stool
All MAGs,HQ,29-1_8_stoolxbin.9_sub.SR_stool,100,0.7,0,1596115,MetaSPAdes (SR),Stool
All MAGs,HQ,43-1_24_BAPx23.SR_plate,100,0.7,0,56317,MetaSPAdes (SR),Plate
All MAGs,HQ,C043-M24x7.LR_stool,100,0.7,0,726058,MetaFlye2 (LR),Stool
All MAGs,MQ,C040-M00xbin.44_sub.SR_stool,100,0.7,100,157063,MetaSPAdes (SR),Stool
All MAGs,MQ,40-1_93x144.SR_stool,100,0.69,50,72890,MetaSPAdes (SR),Stool
All MAGs,HQ,43-1_66x43-1_66.006.SR_stool,100,0.68,0,415234,MetaSPAdes (SR),Stool
All MAGs,HQ,43-1_8x43-1_8.002_sub.SR_stool,100,0.68,0,2293779,MetaSPAdes (SR),Stool
All MAGs,HQ,43-2_12_CMBcst_WCx43-2_12_CMBcst_WC.001.SR_plate,100,0.68,0,1243972,MetaSPAdes (SR),Plate
All MAGs,HQ,43-2_12x43-2_12.002.SR_stool,100,0.68,0,1426450,MetaSPAdes (SR),Stool
All MAGs,HQ,43-2_8_CMBcst_WCx10.SR_plate,100,0.68,0,724550,MetaSPAdes (SR),Plate
All MAGs,HQ,43-2_8x22.LR_stool,100,0.68,0,2153566,MetaFlye2 (LR),Stool
All MAGs,HQ,43-2_N15_CMBcst_WCx43-2_N15_CMBcst_WC.001.SR_plate,100,0.68,0,879961,MetaSPAdes (SR),Plate
All MAGs,HQ,C019-M22xC019__C019-M22.020_sub.LR_stool,100,0.68,0,872711,MetaFlye2 (LR),Stool
All MAGs,HQ,C019-M38xC019-M38.007_sub.SR_stool,100,0.68,0,532926,MetaSPAdes (SR),Stool
All MAGs,HQ,C029-M06x42.SR_stool,100,0.68,0,108829,MetaSPAdes (SR),Stool
All MAGs,HQ,14-1_11_stoolx14-1_11_stool.010.SR_stool,100,0.68,0,250487,MetaSPAdes (SR),Stool
All MAGs,HQ,43-2_12x50.LR_stool,100,0.68,0,2189745,MetaFlye2 (LR),Stool
All MAGs,HQ,C019-M07_stoolxC019-M07_stool.020.SR_stool,100,0.68,0,640281,MetaSPAdes (SR),Stool
All MAGs,MQ,29-1_18_stoolxbin.20.SR_stool,100,0.68,100,640714,MetaSPAdes (SR),Stool
All MAGs,MQ,20-2_11x20-2_11.003.SR_stool,100,0.68,100,811945,MetaSPAdes (SR),Stool
All MAGs,MQ,C020-M07_WCxC020-M07_WC.001.SR_plate,100,0.68,50,2107749,MetaSPAdes (SR),Plate
All MAGs,HQ,C019-M00x50.SR_stool,100,0.67,0,97585,MetaSPAdes (SR),Stool
All MAGs,MQ,C047-M07_stoolxC047-M07_stool.001.SR_stool,100,0.66,33.33,2342729,MetaSPAdes (SR),Stool
All MAGs,HQ,20-2_64x93.SR_stool,100,0.63,0,115111,MetaSPAdes (SR),Stool
All MAGs,HQ,29-1_42x35.SR_stool,100,0.63,0,69805,MetaSPAdes (SR),Stool
All MAGs,HQ,14-1_N14_stoolx14-1_N14_stool.011.SR_stool,100,0.63,0,544623,MetaSPAdes (SR),Stool
All MAGs,HQ,29-1_47x13.SR_stool,100,0.63,0,73107,MetaSPAdes (SR),Stool
All MAGs,HQ,40-1_9x40-1_9.006.SR_stool,100,0.63,0,1333306,MetaSPAdes (SR),Stool
All MAGs,HQ,43-1_81x7.SR_stool,100,0.63,0,214241,MetaSPAdes (SR),Stool
All MAGs,MQ,C043-M24xC043_FIXED__C043-M24.008.LR_stool,100,0.63,100,2388671,MetaFlye2 (LR),Stool
All MAGs,MQ,39-2_N11x39-2_N11.008.SR_stool,100,0.62,50,937473,MetaSPAdes (SR),Stool
