MAG,Individual,LoPthruTP2,Aggregate_Adjusted_popSNP_Count,Taxa,PersistingMAG_ct,Unique_DataPoint_ct,TP1,First_Recorded_TP,LastMOL_lqfood,First_recorded_TP_Weaning,TP2_Weaning,Group,Initial_Colonization
20-1_35_WCxbin.2.SR_plate.fasta,20-1,0.25,0,Bifidobacterium bifidum,14,54,8,5,11,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
47-1_N13x47-1_N13.005.SR_stool.fasta,47-1,0.25,0,Bifidobacterium bifidum,14,54,10,7,14,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
20-2_22xbin.39_sub.SR_stool.fasta,20-2,0.333333333,0,Bifidobacterium bifidum,14,54,9,5,11,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
47-1_N13x47-1_N13.005.SR_stool.fasta,47-1,0.5,0,Bifidobacterium bifidum,14,54,13,7,14,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
40-2_10xbin.21.LR_stool.fasta,40-2,0.583333333,1.066475011,Bifidobacterium bifidum,14,54,13,6,13,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
43-1_16x43_sub.LR_stool.fasta,43-1,0.416666667,6.642842422,Bifidobacterium bifidum,14,54,7,2,11,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
47-2_13x47-2_13.006.SR_stool.fasta,47-2,0.25,7.014731357,Bifidobacterium bifidum,14,54,10,7,14,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
43-1_16x43_sub.LR_stool.fasta,43-1,0.5,10.96334721,Bifidobacterium bifidum,14,54,8,2,11,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
20-2_47xbin.90.LR_stool.fasta,20-2,0.25,12.12686889,Bifidobacterium bifidum,14,54,5,2,11,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
20-2_47xbin.90.LR_stool.fasta,20-2,0.583333333,13.13708793,Bifidobacterium bifidum,14,54,9,2,11,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
43-1_16x43_sub.LR_stool.fasta,43-1,0.666666667,13.17950759,Bifidobacterium bifidum,14,54,10,2,11,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
20-2_47xbin.90.LR_stool.fasta,20-2,0.666666667,14.14435173,Bifidobacterium bifidum,14,54,10,2,11,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
43-1_16x43_sub.LR_stool.fasta,43-1,0.75,23.39871826,Bifidobacterium bifidum,14,54,11,2,11,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
39-2_8x39-2_8.002.SR_stool.fasta,39-2,0,0,Bifidobacterium breve,11,37,1,1,12,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
20-1_11_DP_BAPcstx20-1_11_DP_BAPcst.002.SR_plate.fasta,20-1,0,0,Bifidobacterium breve,11,37,5,5,11,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
20-2_15_WCx20-2_15_WC.001.SR_plate.fasta,20-2,0,0,Bifidobacterium breve,11,37,5,5,11,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
14-2_9_BAPx14-2_9_BAP.003.SR_plate.fasta,14-2,0,0,Bifidobacterium breve,11,37,6,6,11,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
40-1_9x40-1_9.001.SR_stool.fasta,40-1,0,0,Bifidobacterium breve,11,37,6,6,13,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
40-2_13x40-2_13.001.SR_stool.fasta,40-2,0,0,Bifidobacterium breve,11,37,6,6,13,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
43-1_7_stoolxbin.12_sub.SR_stool.fasta,43-1,0,0,Bifidobacterium breve,11,37,7,7,11,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
43-2_12x36_sub.SR_stool.fasta,43-2,0,0,Bifidobacterium breve,11,37,7,7,12,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
39-1_8_BAPxbin.2.SR_plate.fasta,39-1,0,0,Bifidobacterium breve,11,37,8,8,12,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
14-1_9_stoolx14-1_9_stool.006.SR_stool.fasta,14-1,0,0,Bifidobacterium breve,11,37,9,9,11,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
39-1_11x39-1_early__39-1_11.003.LR_stool.fasta,39-1,0,0,Bifidobacterium breve,11,37,11,11,12,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
39-2_8x39-2_8.002.SR_stool.fasta,39-2,0.166666667,0,Bifidobacterium breve,11,37,3,1,12,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
14-1_9_stoolx14-1_9_stool.006.SR_stool.fasta,14-1,0.166666667,0,Bifidobacterium breve,11,37,11,9,11,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
39-1_8_BAPxbin.2.SR_plate.fasta,39-1,0.25,0,Bifidobacterium breve,11,37,11,8,12,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
20-2_15_WCx20-2_15_WC.001.SR_plate.fasta,20-2,0.333333333,0,Bifidobacterium breve,11,37,9,5,11,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
40-2_13x40-2_13.001.SR_stool.fasta,40-2,0.333333333,0,Bifidobacterium breve,11,37,10,6,13,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
39-2_8x39-2_8.002.SR_stool.fasta,39-2,0.583333333,0,Bifidobacterium breve,11,37,8,1,12,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
20-2_15_WCx20-2_15_WC.001.SR_plate.fasta,20-2,0.5,1.001880295,Bifidobacterium breve,11,37,11,5,11,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
40-2_13x40-2_13.001.SR_stool.fasta,40-2,0.583333333,3.072765178,Bifidobacterium breve,11,37,13,6,13,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
43-1_7_stoolxbin.12_sub.SR_stool.fasta,43-1,0.25,3.502775645,Bifidobacterium breve,11,37,10,7,11,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
20-1_11_DP_BAPcstx20-1_11_DP_BAPcst.002.SR_plate.fasta,20-1,0.5,6.106856213,Bifidobacterium breve,11,37,11,5,11,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
43-2_12x36_sub.SR_stool.fasta,43-2,0.416666667,6.791729967,Bifidobacterium breve,11,37,12,7,12,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
14-2_9_BAPx14-2_9_BAP.003.SR_plate.fasta,14-2,0.25,14.03128379,Bifidobacterium breve,11,37,9,6,11,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
40-1_9x40-1_9.001.SR_stool.fasta,40-1,0.25,16.68547116,Bifidobacterium breve,11,37,9,6,13,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
39-2_8x39-2_8.002.SR_stool.fasta,39-2,0.75,17.00614782,Bifidobacterium breve,11,37,10,1,12,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
39-2_8x39-2_8.002.SR_stool.fasta,39-2,0.833333333,19.00650407,Bifidobacterium breve,11,37,11,1,12,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
40-1_9x40-1_9.001.SR_stool.fasta,40-1,0.583333333,21.9291184,Bifidobacterium breve,11,37,13,6,13,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
43-1_1_BAPx43-1_1_BAP.002.SR_plate.fasta,43-1,0,0,Bifidobacterium longum,14,66,1,1,11,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
20-2_2_stoolxbin.11.SR_stool.fasta,20-2,0,0,Bifidobacterium longum,14,66,2,2,11,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
20-2_5x20-2_5.002.SR_stool.fasta,20-2,0,0,Bifidobacterium longum,14,66,5,5,11,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
8-1_N9_DP_BAPcstx8-1_N9_DP_BAPcst.001.SR_plate.fasta,1-Aug,0,0,Bifidobacterium longum,14,66,6,6,11,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
29-1_10x29-1_early__29-1_10.001.LR_stool.fasta,29-1,0,0,Bifidobacterium longum,14,66,6,6,14,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
40-1_9x40-1_9.004.SR_stool.fasta,40-1,0,0,Bifidobacterium longum,14,66,6,6,13,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
39-2_52_BAPxbin.6.SR_plate.fasta,39-2,0,0,Bifidobacterium longum,14,66,7,7,12,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
43-2_36xbin.33_sub.LR_stool.fasta,43-2,0,0,Bifidobacterium longum,14,66,7,7,12,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
47-1_10x2.LR_stool.fasta,47-1,0,0,Bifidobacterium longum,14,66,7,7,14,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
47-2_7_stoolxbin.46.SR_stool.fasta,47-2,0,0,Bifidobacterium longum,14,66,7,7,14,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
19-1_16x4.LR_stool.fasta,19-1,0,0,Bifidobacterium longum,14,66,10,10,12,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
19-2_12x19-2_early__19-2_12.001.LR_stool.fasta,19-2,0,0,Bifidobacterium longum,14,66,10,10,12,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
39-1_N14x39-1_N14.006.SR_stool.fasta,39-1,0,0,Bifidobacterium longum,14,66,11,11,12,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
29-2_14x29-2_early__29-2_14.003.LR_stool.fasta,29-2,0,0,Bifidobacterium longum,14,66,14,14,14,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
43-1_1_BAPx43-1_1_BAP.002.SR_plate.fasta,43-1,0.083333333,0,Bifidobacterium longum,14,66,2,1,11,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
29-1_10x29-1_early__29-1_10.001.LR_stool.fasta,29-1,0.166666667,0,Bifidobacterium longum,14,66,8,6,14,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
19-1_16x4.LR_stool.fasta,19-1,0.166666667,0,Bifidobacterium longum,14,66,12,10,12,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
19-2_12x19-2_early__19-2_12.001.LR_stool.fasta,19-2,0.166666667,0,Bifidobacterium longum,14,66,12,10,12,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
8-1_N9_DP_BAPcstx8-1_N9_DP_BAPcst.001.SR_plate.fasta,1-Aug,0.25,0,Bifidobacterium longum,14,66,9,6,11,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
20-2_5x20-2_5.002.SR_stool.fasta,20-2,0.333333333,0,Bifidobacterium longum,14,66,9,5,11,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
20-2_5x20-2_5.002.SR_stool.fasta,20-2,0.416666667,0,Bifidobacterium longum,14,66,10,5,11,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
29-1_10x29-1_early__29-1_10.001.LR_stool.fasta,29-1,0.333333333,1.001632662,Bifidobacterium longum,14,66,10,6,14,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
43-1_1_BAPx43-1_1_BAP.002.SR_plate.fasta,43-1,0.583333333,1.033824588,Bifidobacterium longum,14,66,8,1,11,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
39-2_52_BAPxbin.6.SR_plate.fasta,39-2,0.083333333,1.093785881,Bifidobacterium longum,14,66,8,7,12,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
47-1_10x2.LR_stool.fasta,47-1,0.5,2.025976269,Bifidobacterium longum,14,66,13,7,14,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
43-2_36xbin.33_sub.LR_stool.fasta,43-2,0.083333333,4.025074852,Bifidobacterium longum,14,66,8,7,12,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
29-1_10x29-1_early__29-1_10.001.LR_stool.fasta,29-1,0.5,4.392849734,Bifidobacterium longum,14,66,12,6,14,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
29-1_10x29-1_early__29-1_10.001.LR_stool.fasta,29-1,0.666666667,5.531283181,Bifidobacterium longum,14,66,14,6,14,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
40-1_9x40-1_9.004.SR_stool.fasta,40-1,0.25,5.729478635,Bifidobacterium longum,14,66,9,6,13,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
43-1_1_BAPx43-1_1_BAP.002.SR_plate.fasta,43-1,0.833333333,6.286618643,Bifidobacterium longum,14,66,11,1,11,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
47-2_7_stoolxbin.46.SR_stool.fasta,47-2,0.5,8.409756859,Bifidobacterium longum,14,66,13,7,14,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
43-2_36xbin.33_sub.LR_stool.fasta,43-2,0.416666667,11.09927176,Bifidobacterium longum,14,66,12,7,12,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
39-2_52_BAPxbin.6.SR_plate.fasta,39-2,0.333333333,12.6142241,Bifidobacterium longum,14,66,11,7,12,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
20-2_2_stoolxbin.11.SR_stool.fasta,20-2,0.25,18.28374071,Bifidobacterium longum,14,66,5,2,11,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
20-2_2_stoolxbin.11.SR_stool.fasta,20-2,0.583333333,19.29969013,Bifidobacterium longum,14,66,9,2,11,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
20-2_2_stoolxbin.11.SR_stool.fasta,20-2,0.666666667,32.47921775,Bifidobacterium longum,14,66,10,2,11,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
20-2_2_stoolx20-2_2_stool.003_sub.SR_stool.fasta,20-2,0,0,Bifidobacterium pseudocatenulatum,15,68,2,2,11,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
20-1_35_WCx20-1_35_WC.002.SR_plate.fasta,20-1,0,0,Bifidobacterium pseudocatenulatum,15,68,5,5,11,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
20-1_5_stoolx20-1_5_stool.002.SR_stool.fasta,20-1,0,0,Bifidobacterium pseudocatenulatum,15,68,5,5,11,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
43-1_46_WCx43-1_46_WC.002_sub.SR_plate.fasta,43-1,0,0,Bifidobacterium pseudocatenulatum,15,68,7,7,11,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
43-1_N10x43-1_N10.001.SR_stool.fasta,43-1,0,0,Bifidobacterium pseudocatenulatum,15,68,7,7,11,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
47-1_17xbin.30.SR_stool.fasta,47-1,0,0,Bifidobacterium pseudocatenulatum,15,68,7,7,14,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
47-2_13x25_sub.LR_stool.fasta,47-2,0,0,Bifidobacterium pseudocatenulatum,15,68,7,7,14,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
47-2_17_CMBcst_WCx47-2_17_CMBcst_WC.001.SR_plate.fasta,47-2,0,0,Bifidobacterium pseudocatenulatum,15,68,7,7,14,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
43-2_12x50.LR_stool.fasta,43-2,0,0,Bifidobacterium pseudocatenulatum,15,68,8,8,12,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
43-2_N15_DPxbin.5.LR_plate.fasta,43-2,0,0,Bifidobacterium pseudocatenulatum,15,68,8,8,12,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
43-1_46_WCx43-1_46_WC.002_sub.SR_plate.fasta,43-1,0.083333333,0,Bifidobacterium pseudocatenulatum,15,68,8,7,11,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
43-1_N10x43-1_N10.001.SR_stool.fasta,43-1,0.083333333,0,Bifidobacterium pseudocatenulatum,15,68,8,7,11,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
20-1_5_stoolx20-1_5_stool.002.SR_stool.fasta,20-1,0.25,0,Bifidobacterium pseudocatenulatum,15,68,8,5,11,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
43-1_N10x43-1_N10.001.SR_stool.fasta,43-1,0.25,0,Bifidobacterium pseudocatenulatum,15,68,10,7,11,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
43-1_N10x43-1_N10.001.SR_stool.fasta,43-1,0.333333333,0,Bifidobacterium pseudocatenulatum,15,68,11,7,11,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
43-2_12x50.LR_stool.fasta,43-2,0.333333333,0,Bifidobacterium pseudocatenulatum,15,68,12,8,12,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
20-2_2_stoolx20-2_2_stool.003_sub.SR_stool.fasta,20-2,0.583333333,1.03672434,Bifidobacterium pseudocatenulatum,15,68,9,2,11,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
47-2_13x25_sub.LR_stool.fasta,47-2,0.25,2.183778503,Bifidobacterium pseudocatenulatum,15,68,10,7,14,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
20-2_2_stoolx20-2_2_stool.003_sub.SR_stool.fasta,20-2,0.75,3.116453304,Bifidobacterium pseudocatenulatum,15,68,11,2,11,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
43-1_46_WCx43-1_46_WC.002_sub.SR_plate.fasta,43-1,0.25,3.338510342,Bifidobacterium pseudocatenulatum,15,68,10,7,11,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
43-2_N15_DPxbin.5.LR_plate.fasta,43-2,0.333333333,4.436425354,Bifidobacterium pseudocatenulatum,15,68,12,8,12,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
20-1_35_WCx20-1_35_WC.002.SR_plate.fasta,20-1,0.25,8.398599466,Bifidobacterium pseudocatenulatum,15,68,8,5,11,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
47-1_17xbin.30.SR_stool.fasta,47-1,0.5,13.57565059,Bifidobacterium pseudocatenulatum,15,68,13,7,14,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
20-1_35_WCx20-1_35_WC.002.SR_plate.fasta,20-1,0.5,18.90041426,Bifidobacterium pseudocatenulatum,15,68,11,5,11,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
40-2_10x7.SR_stool.fasta,40-2,0,0,Blautia caecimuris,5,12,6,6,13,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
43-1_7_stoolxbin.3.SR_stool.fasta,43-1,0,0,Blautia caecimuris,5,12,7,7,11,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
43-2_7_stoolx53.SR_stool.fasta,43-2,0,0,Blautia caecimuris,5,12,7,7,12,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
39-2_10_stoolxbin.39_sub.SR_stool.fasta,39-2,0,0,Blautia caecimuris,5,12,8,8,12,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
39-2_10_stoolxbin.39_sub.SR_stool.fasta,39-2,0.166666667,0,Blautia caecimuris,5,12,10,8,12,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
39-2_10_stoolxbin.39_sub.SR_stool.fasta,39-2,0.25,0,Blautia caecimuris,5,12,11,8,12,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
40-2_10x7.SR_stool.fasta,40-2,0.333333333,0,Blautia caecimuris,5,12,10,6,13,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
43-2_7_stoolx53.SR_stool.fasta,43-2,0.416666667,0,Blautia caecimuris,5,12,12,7,12,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
43-1_7_stoolxbin.3.SR_stool.fasta,43-1,0.083333333,1.806988079,Blautia caecimuris,5,12,8,7,11,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
43-1_7_stoolxbin.3.SR_stool.fasta,43-1,0.333333333,4.860294314,Blautia caecimuris,5,12,11,7,11,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
43-1_1xbin.24.SR_stool.fasta,43-1,0,0,Blautia hansenii,5,14,1,1,11,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
40-2_16x3.LR_stool.fasta,40-2,0,0,Blautia hansenii,5,14,6,6,13,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
43-1_8x25_sub.SR_stool.fasta,43-1,0,0,Blautia hansenii,5,14,7,7,11,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
43-2_12x38_sub.SR_stool.fasta,43-2,0,0,Blautia hansenii,5,14,7,7,12,before,before,"01 Colonized before WN, timepoint before WN",04 Before weaning
