MAG,LoPthruTP2,Aggregate_Adjusted_popSNP_Count,First_TP,TP2,LastMOL_lqfood,Initial_Colonization,Group
17-1_16xbin.40_sub.LR_stool.fasta,0,0,10,10,13,Before weaning,"Colonized before WN, timepoint before WN"
17-1_16xbin.40_sub.LR_stool.fasta,0.5,5.191,10,16,13,Before weaning,"Colonized before WN, timepoint after WN"
17-1_36_LKVx17-1_36_LKV.002_sub.SR_plate.fasta,0,0,10,10,13,Before weaning,"Colonized before WN, timepoint before WN"
17-1_36_LKVx17-1_36_LKV.002_sub.SR_plate.fasta,2.166666667,2.201,10,36,13,Before weaning,"Colonized before WN, timepoint after WN"
17-1_36_LKVx17-1_36_LKV.002_sub.SR_plate.fasta,7.25,7.342,10,97,13,Before weaning,"Colonized before WN, timepoint after WN"
17-1_36_stoolx17-1_36_stool.006.SR_stool.fasta,0,0,13,13,13,Before weaning,"Colonized before WN, timepoint before WN"
17-1_36_stoolx17-1_36_stool.006.SR_stool.fasta,0.25,6.698,13,16,13,Before weaning,"Colonized before WN, timepoint after WN"
17-1_36_stoolx17.SR_stool.fasta,0,0,36,36,13,After weaning,"Colonized after WN, timepoint after WN"
17-1_36_stoolx17.SR_stool.fasta,5.083333333,7.964,36,97,13,After weaning,"Colonized after WN, timepoint after WN"
17-1_36_stoolx90.SR_stool.fasta,0,0,13,13,13,Before weaning,"Colonized before WN, timepoint before WN"
17-1_36_stoolx90.SR_stool.fasta,0.25,5.96,13,16,13,Before weaning,"Colonized before WN, timepoint after WN"
17-1_36x27.LR_stool.fasta,0,0,16,16,13,After weaning,"Colonized after WN, timepoint after WN"
17-1_36x27.LR_stool.fasta,6.75,3.996,16,97,13,After weaning,"Colonized after WN, timepoint after WN"
17-1_36x53.LR_stool.fasta,0,0,10,10,13,Before weaning,"Colonized before WN, timepoint before WN"
17-1_36x53.LR_stool.fasta,0.25,15.396,10,13,13,Before weaning,"Colonized before WN, timepoint before WN"
17-1_36x53.LR_stool.fasta,0.5,19.506,10,16,13,Before weaning,"Colonized before WN, timepoint after WN"
17-1_6_stoolx16_sub.SR_stool.fasta,0,0,10,10,13,Before weaning,"Colonized before WN, timepoint before WN"
17-1_6_stoolx16_sub.SR_stool.fasta,0.5,0,10,16,13,Before weaning,"Colonized before WN, timepoint after WN"
17-1_6_stoolx17-1_6_stool.014.SR_stool.fasta,0,0,6,6,13,Before weaning,"Colonized before WN, timepoint before WN"
17-1_6_stoolx17-1_6_stool.014.SR_stool.fasta,0.333333333,7.167,6,10,13,Before weaning,"Colonized before WN, timepoint before WN"
17-1_6_stoolx17-1_6_stool.014.SR_stool.fasta,0.583333333,12.166,6,13,13,Before weaning,"Colonized before WN, timepoint before WN"
17-1_6_stoolx42.SR_stool.fasta,0,0,6,6,13,Before weaning,"Colonized before WN, timepoint before WN"
17-1_6_stoolx42.SR_stool.fasta,0.583333333,12.806,6,13,13,Before weaning,"Colonized before WN, timepoint before WN"
17-1_6_stoolx42.SR_stool.fasta,0.833333333,27.235,6,16,13,Before weaning,"Colonized before WN, timepoint after WN"
17-1_N10_BAPxbin.4.SR_plate.fasta,0,0,6,6,13,Before weaning,"Colonized before WN, timepoint before WN"
17-1_N10_BAPxbin.4.SR_plate.fasta,7.583333333,18.129,6,97,13,Before weaning,"Colonized before WN, timepoint after WN"
17-1_N10_stoolx17-1_N10_stool.012_sub.SR_stool.fasta,0,0,13,13,13,Before weaning,"Colonized before WN, timepoint before WN"
17-1_N10_stoolx17-1_N10_stool.012_sub.SR_stool.fasta,0.25,0,13,16,13,Before weaning,"Colonized before WN, timepoint after WN"
17-1_N10_stoolx29.SR_stool.fasta,0,0,6,6,13,Before weaning,"Colonized before WN, timepoint before WN"
17-1_N10_stoolx29.SR_stool.fasta,0.333333333,8.895,6,10,13,Before weaning,"Colonized before WN, timepoint before WN"
17-1_N10x11_sub.LR_plate.fasta,0,0,6,6,13,Before weaning,"Colonized before WN, timepoint before WN"
17-1_N10x11_sub.LR_plate.fasta,0.333333333,0,6,10,13,Before weaning,"Colonized before WN, timepoint before WN"
17-1_N10x11_sub.LR_plate.fasta,0.583333333,0,6,13,13,Before weaning,"Colonized before WN, timepoint before WN"
17-1_N10x11_sub.LR_plate.fasta,0.833333333,0,6,16,13,Before weaning,"Colonized before WN, timepoint after WN"
17-1_N10x17-1_early_17-1_N10_WC.003.LR_plate.fasta,0,0,6,6,13,Before weaning,"Colonized before WN, timepoint before WN"
17-1_N10x17-1_early_17-1_N10_WC.003.LR_plate.fasta,0.333333333,1.126,6,10,13,Before weaning,"Colonized before WN, timepoint before WN"
17-2_11x2_sub.LR_stool.fasta,0,0,11,11,13,Before weaning,"Colonized before WN, timepoint before WN"
17-2_11x2_sub.LR_stool.fasta,0.166666667,0,11,13,13,Before weaning,"Colonized before WN, timepoint before WN"
17-2_11x2_sub.LR_stool.fasta,0.416666667,0,11,16,13,Before weaning,"Colonized before WN, timepoint after WN"
17-2_11xbin.37.LR_stool.fasta,0,0,6,6,13,Before weaning,"Colonized before WN, timepoint before WN"
17-2_11xbin.37.LR_stool.fasta,0.833333333,5.014,6,16,13,Before weaning,"Colonized before WN, timepoint after WN"
17-2_11xbin.37.LR_stool.fasta,7.75,13.769,6,99,13,Before weaning,"Colonized before WN, timepoint after WN"
17-2_11xbin.39.LR_stool.fasta,0,0,11,11,13,Before weaning,"Colonized before WN, timepoint before WN"
17-2_11xbin.39.LR_stool.fasta,0.166666667,0.942,11,13,13,Before weaning,"Colonized before WN, timepoint before WN"
17-2_13_stoolx89.SR_stool.fasta,0,0,11,11,13,Before weaning,"Colonized before WN, timepoint before WN"
17-2_13_stoolx89.SR_stool.fasta,0.416666667,0.72,11,16,13,Before weaning,"Colonized before WN, timepoint after WN"
17-2_13_stoolxbin.28.SR_stool.fasta,0,0,11,11,13,Before weaning,"Colonized before WN, timepoint before WN"
17-2_13_stoolxbin.28.SR_stool.fasta,0.166666667,6.451,11,13,13,Before weaning,"Colonized before WN, timepoint before WN"
17-2_13x17-2_early__17-2_13.020.LR_stool.fasta,0,0,11,11,13,Before weaning,"Colonized before WN, timepoint before WN"
17-2_13x17-2_early__17-2_13.020.LR_stool.fasta,0.416666667,2.133,11,16,13,Before weaning,"Colonized before WN, timepoint after WN"
17-2_13x30.LR_stool.fasta,0,0,11,11,13,Before weaning,"Colonized before WN, timepoint before WN"
17-2_13x30.LR_stool.fasta,0.416666667,10.984,11,16,13,Before weaning,"Colonized before WN, timepoint after WN"
17-2_13x30.LR_stool.fasta,7.333333333,17.597,11,99,13,Before weaning,"Colonized before WN, timepoint after WN"
17-2_13xbin.28.LR_stool.fasta,0,0,11,11,13,Before weaning,"Colonized before WN, timepoint before WN"
17-2_13xbin.28.LR_stool.fasta,0.166666667,12.55,11,13,13,Before weaning,"Colonized before WN, timepoint before WN"
17-2_16_stoolx17.SR_stool.fasta,0,0,13,13,13,Before weaning,"Colonized before WN, timepoint before WN"
17-2_16_stoolx17.SR_stool.fasta,0.25,4.67,13,16,13,Before weaning,"Colonized before WN, timepoint after WN"
17-2_16_stoolxbin.35.SR_stool.fasta,0,0,11,11,13,Before weaning,"Colonized before WN, timepoint before WN"
17-2_16_stoolxbin.35.SR_stool.fasta,0.416666667,8.532,11,16,13,Before weaning,"Colonized before WN, timepoint after WN"
17-2_16x17-2_late__17-2_16.032.LR_stool.fasta,0,0,13,13,13,Before weaning,"Colonized before WN, timepoint before WN"
17-2_16x17-2_late__17-2_16.032.LR_stool.fasta,0.25,0,13,16,13,Before weaning,"Colonized before WN, timepoint after WN"
17-2_16xbin.17.LR_stool.fasta,0,0,16,16,13,After weaning,"Colonized after WN, timepoint after WN"
17-2_16xbin.17.LR_stool.fasta,6.916666667,0,16,99,13,After weaning,"Colonized after WN, timepoint after WN"
17-2_36_stoolx34.SR_stool.fasta,0,0,13,13,13,Before weaning,"Colonized before WN, timepoint before WN"
17-2_36_stoolx34.SR_stool.fasta,0.25,1.153,13,16,13,Before weaning,"Colonized before WN, timepoint after WN"
17-2_36_stoolx34.SR_stool.fasta,7.166666667,19.586,13,99,13,Before weaning,"Colonized before WN, timepoint after WN"
17-2_36xbin.27.LR_stool.fasta,0,0,13,13,13,Before weaning,"Colonized before WN, timepoint before WN"
17-2_36xbin.27.LR_stool.fasta,7.166666667,4.346,13,99,13,Before weaning,"Colonized before WN, timepoint after WN"
17-2_6_LKVx17-2_6_LKV.001.SR_plate.fasta,0,0,6,6,13,Before weaning,"Colonized before WN, timepoint before WN"
17-2_6_LKVx17-2_6_LKV.001.SR_plate.fasta,0.416666667,0,6,11,13,Before weaning,"Colonized before WN, timepoint before WN"
17-2_6_stoolx34.SR_stool.fasta,0,0,6,6,13,Before weaning,"Colonized before WN, timepoint before WN"
17-2_6_stoolx34.SR_stool.fasta,0.416666667,10.848,6,11,13,Before weaning,"Colonized before WN, timepoint before WN"
17-2_99_stoolx155.SR_stool.fasta,0,0,13,13,13,Before weaning,"Colonized before WN, timepoint before WN"
17-2_99_stoolx155.SR_stool.fasta,0.25,1.915,13,16,13,Before weaning,"Colonized before WN, timepoint after WN"
17-2_N11_stoolxbin.39.SR_stool.fasta,0,0,6,6,13,Before weaning,"Colonized before WN, timepoint before WN"
17-2_N11_stoolxbin.39.SR_stool.fasta,0.416666667,0,6,11,13,Before weaning,"Colonized before WN, timepoint before WN"
17-2_N11_WCx5.SR_plate.fasta,0,0,6,6,13,Before weaning,"Colonized before WN, timepoint before WN"
17-2_N11_WCx5.SR_plate.fasta,0.416666667,0,6,11,13,Before weaning,"Colonized before WN, timepoint before WN"
17-2_N11_WCx5.SR_plate.fasta,0.583333333,0,6,13,13,Before weaning,"Colonized before WN, timepoint before WN"
19-1_10_DP_LKVx19-1_10_DP_LKV.002.SR_plate.fasta,0,0,10,10,12,Before weaning,"Colonized before WN, timepoint before WN"
19-1_10_DP_LKVx19-1_10_DP_LKV.002.SR_plate.fasta,0.5,0,10,16,12,Before weaning,"Colonized before WN, timepoint after WN"
19-1_10x18.SR_stool.fasta,0,0,10,10,12,Before weaning,"Colonized before WN, timepoint before WN"
19-1_10x18.SR_stool.fasta,0.166666667,0,10,12,12,Before weaning,"Colonized before WN, timepoint before WN"
19-1_10x19-1_10.005_sub.SR_stool.fasta,0,0,10,10,12,Before weaning,"Colonized before WN, timepoint before WN"
19-1_10x19-1_10.005_sub.SR_stool.fasta,0.166666667,0,10,12,12,Before weaning,"Colonized before WN, timepoint before WN"
19-1_10x19-1_10.005_sub.SR_stool.fasta,0.5,1.053,10,16,12,Before weaning,"Colonized before WN, timepoint after WN"
19-1_10x19-1_10.005_sub.SR_stool.fasta,2.083333333,3.158,10,35,12,Before weaning,"Colonized before WN, timepoint after WN"
19-1_10x21.LR_stool.fasta,0,0,6,6,12,Before weaning,"Colonized before WN, timepoint before WN"
19-1_10x21.LR_stool.fasta,0.333333333,0,6,10,12,Before weaning,"Colonized before WN, timepoint before WN"
19-1_10x21.LR_stool.fasta,0.5,0,6,12,12,Before weaning,"Colonized before WN, timepoint before WN"
19-1_10x27.LR_stool.fasta,0,0,10,10,12,Before weaning,"Colonized before WN, timepoint before WN"
19-1_10x27.LR_stool.fasta,0.166666667,0,10,12,12,Before weaning,"Colonized before WN, timepoint before WN"
19-1_10x27.LR_stool.fasta,0.5,0,10,16,12,Before weaning,"Colonized before WN, timepoint after WN"
19-1_10x27.LR_stool.fasta,2.083333333,0,10,35,12,Before weaning,"Colonized before WN, timepoint after WN"
19-1_10x42.SR_stool.fasta,0,0,6,6,12,Before weaning,"Colonized before WN, timepoint before WN"
19-1_10x42.SR_stool.fasta,0.333333333,6.218,6,10,12,Before weaning,"Colonized before WN, timepoint before WN"
19-1_10x42.SR_stool.fasta,0.5,13.369,6,12,12,Before weaning,"Colonized before WN, timepoint before WN"
19-1_10x71.SR_stool.fasta,0,0,6,6,12,Before weaning,"Colonized before WN, timepoint before WN"
19-1_10x71.SR_stool.fasta,0.333333333,0,6,10,12,Before weaning,"Colonized before WN, timepoint before WN"
19-1_10x71.SR_stool.fasta,0.5,0,6,12,12,Before weaning,"Colonized before WN, timepoint before WN"
19-1_10xbin.34.SR_stool.fasta,0,0,10,10,12,Before weaning,"Colonized before WN, timepoint before WN"
19-1_10xbin.34.SR_stool.fasta,0.166666667,5.053,10,12,12,Before weaning,"Colonized before WN, timepoint before WN"
19-1_10xbin.34.SR_stool.fasta,0.5,7.927,10,16,12,Before weaning,"Colonized before WN, timepoint after WN"
19-1_12x19-1_12.003.SR_stool.fasta,0,0,10,10,12,Before weaning,"Colonized before WN, timepoint before WN"
19-1_12x19-1_12.003.SR_stool.fasta,0.166666667,0,10,12,12,Before weaning,"Colonized before WN, timepoint before WN"
19-1_12xbin.13.SR_stool.fasta,0,0,10,10,12,Before weaning,"Colonized before WN, timepoint before WN"
19-1_12xbin.13.SR_stool.fasta,0.166666667,0,10,12,12,Before weaning,"Colonized before WN, timepoint before WN"
19-1_12xbin.31.SR_stool.fasta,0,0,12,12,12,Before weaning,"Colonized before WN, timepoint before WN"
19-1_12xbin.31.SR_stool.fasta,0.333333333,10.948,12,16,12,Before weaning,"Colonized before WN, timepoint after WN"
19-1_16x4.LR_stool.fasta,0,0,10,10,12,Before weaning,"Colonized before WN, timepoint before WN"
19-1_16x4.LR_stool.fasta,0.166666667,0,10,12,12,Before weaning,"Colonized before WN, timepoint before WN"
19-1_16x4.LR_stool.fasta,0.5,0,10,16,12,Before weaning,"Colonized before WN, timepoint after WN"
19-1_16x4.LR_stool.fasta,2.083333333,6.135,10,35,12,Before weaning,"Colonized before WN, timepoint after WN"
19-1_6_LKVx19-1_6_LKV.001.SR_plate.fasta,0,0,6,6,12,Before weaning,"Colonized before WN, timepoint before WN"
19-1_6_LKVx19-1_6_LKV.001.SR_plate.fasta,0.333333333,0,6,10,12,Before weaning,"Colonized before WN, timepoint before WN"
19-1_6_LKVx19-1_6_LKV.001.SR_plate.fasta,0.5,0,6,12,12,Before weaning,"Colonized before WN, timepoint before WN"
19-1_6_stoolxbin.3.SR_stool.fasta,0,0,6,6,12,Before weaning,"Colonized before WN, timepoint before WN"
19-1_6_stoolxbin.3.SR_stool.fasta,0.333333333,0,6,10,12,Before weaning,"Colonized before WN, timepoint before WN"
19-1_N16_DP_BAPcstx19-1_N16_DP_BAPcst.004.SR_plate.fasta,0,0,12,12,12,Before weaning,"Colonized before WN, timepoint before WN"
19-1_N16_DP_BAPcstx19-1_N16_DP_BAPcst.004.SR_plate.fasta,0.333333333,0,12,16,12,Before weaning,"Colonized before WN, timepoint after WN"
19-1_N16_DP_LKVx44.SR_plate.fasta,0,0,16,16,12,After weaning,"Colonized after WN, timepoint after WN"
19-1_N16_DP_LKVx44.SR_plate.fasta,1.583333333,17.052,16,35,12,After weaning,"Colonized after WN, timepoint after WN"
19-2_10x19.LR_stool.fasta,0,0,10,10,12,Before weaning,"Colonized before WN, timepoint before WN"
19-2_10x19.LR_stool.fasta,0.166666667,1.934,10,12,12,Before weaning,"Colonized before WN, timepoint before WN"
19-2_10x50_sub.SR_stool.fasta,0,0,10,10,12,Before weaning,"Colonized before WN, timepoint before WN"
19-2_10x50_sub.SR_stool.fasta,0.166666667,0.978,10,12,12,Before weaning,"Colonized before WN, timepoint before WN"
19-2_10x56.SR_stool.fasta,0,0,10,10,12,Before weaning,"Colonized before WN, timepoint before WN"
19-2_10x56.SR_stool.fasta,2.166666667,16.194,10,36,12,Before weaning,"Colonized before WN, timepoint after WN"
19-2_10x65.SR_stool.fasta,0,0,10,10,12,Before weaning,"Colonized before WN, timepoint before WN"
19-2_10x65.SR_stool.fasta,0.166666667,0.916,10,12,12,Before weaning,"Colonized before WN, timepoint before WN"
19-2_10x7.LR_stool.fasta,0,0,10,10,12,Before weaning,"Colonized before WN, timepoint before WN"
19-2_10x7.LR_stool.fasta,0.166666667,0,10,12,12,Before weaning,"Colonized before WN, timepoint before WN"
19-2_10x7.LR_stool.fasta,2.166666667,8.162,10,36,12,Before weaning,"Colonized before WN, timepoint after WN"
19-2_10xbin.24.SR_stool.fasta,0,0,10,10,12,Before weaning,"Colonized before WN, timepoint before WN"
19-2_10xbin.24.SR_stool.fasta,0.166666667,2.159,10,12,12,Before weaning,"Colonized before WN, timepoint before WN"
19-2_12x0.SR_stool.fasta,0,0,10,10,12,Before weaning,"Colonized before WN, timepoint before WN"
19-2_12x0.SR_stool.fasta,0.5,9.827,10,16,12,Before weaning,"Colonized before WN, timepoint after WN"
19-2_12x19-2_early__19-2_12.001.LR_stool.fasta,0,0,10,10,12,Before weaning,"Colonized before WN, timepoint before WN"
19-2_12x19-2_early__19-2_12.001.LR_stool.fasta,0.166666667,0,10,12,12,Before weaning,"Colonized before WN, timepoint before WN"
19-2_12x19-2_early__19-2_12.001.LR_stool.fasta,0.5,0,10,16,12,Before weaning,"Colonized before WN, timepoint after WN"
19-2_12x19-2_early__19-2_12.001.LR_stool.fasta,2.166666667,0,10,36,12,Before weaning,"Colonized before WN, timepoint after WN"
19-2_12x19-2_early__19-2_12.002.LR_stool.fasta,0,0,10,10,12,Before weaning,"Colonized before WN, timepoint before WN"
19-2_12x19-2_early__19-2_12.002.LR_stool.fasta,0.166666667,0,10,12,12,Before weaning,"Colonized before WN, timepoint before WN"
19-2_12x19-2_early__19-2_12.002.LR_stool.fasta,2.166666667,18.892,10,36,12,Before weaning,"Colonized before WN, timepoint after WN"
19-2_12x31.LR_stool.fasta,0,0,10,10,12,Before weaning,"Colonized before WN, timepoint before WN"
19-2_12x31.LR_stool.fasta,0.5,5.384,10,16,12,Before weaning,"Colonized before WN, timepoint after WN"
19-2_12xbin.14.SR_stool.fasta,0,0,12,12,12,Before weaning,"Colonized before WN, timepoint before WN"
19-2_12xbin.14.SR_stool.fasta,2,3.203,12,36,12,Before weaning,"Colonized before WN, timepoint after WN"
19-2_16x19-2_late__19-2_16.011.LR_stool.fasta,0,0,10,10,12,Before weaning,"Colonized before WN, timepoint before WN"
19-2_16x19-2_late__19-2_16.011.LR_stool.fasta,0.166666667,0.696,10,12,12,Before weaning,"Colonized before WN, timepoint before WN"
19-2_16x19-2_late__19-2_16.011.LR_stool.fasta,0.5,4.022,10,16,12,Before weaning,"Colonized before WN, timepoint after WN"
19-2_36_LKVx0.SR_plate.fasta,0,0,12,12,12,Before weaning,"Colonized before WN, timepoint before WN"
19-2_36_LKVx0.SR_plate.fasta,0.333333333,4.969,12,16,12,Before weaning,"Colonized before WN, timepoint after WN"
19-2_36_LKVx0.SR_plate.fasta,2,17.193,12,36,12,Before weaning,"Colonized before WN, timepoint after WN"
19-2_6_LKVx66.SR_plate.fasta,0,0,6,6,12,Before weaning,"Colonized before WN, timepoint before WN"
19-2_6_LKVx66.SR_plate.fasta,0.333333333,0,6,10,12,Before weaning,"Colonized before WN, timepoint before WN"
19-2_6_stoolx19-2_6_stool.004.SR_stool.fasta,0,0,6,6,12,Before weaning,"Colonized before WN, timepoint before WN"
19-2_6_stoolx19-2_6_stool.004.SR_stool.fasta,0.5,1.815,6,12,12,Before weaning,"Colonized before WN, timepoint before WN"
19-2_6_stoolx19-2_6_stool.007.SR_stool.fasta,0,0,6,6,12,Before weaning,"Colonized before WN, timepoint before WN"
19-2_6_stoolx19-2_6_stool.007.SR_stool.fasta,0.5,8.197,6,12,12,Before weaning,"Colonized before WN, timepoint before WN"
19-2_6_stoolxbin.19.SR_stool.fasta,0,0,6,6,12,Before weaning,"Colonized before WN, timepoint before WN"
19-2_6_stoolxbin.19.SR_stool.fasta,0.5,0.979,6,12,12,Before weaning,"Colonized before WN, timepoint before WN"
19-2_6_WCx19-2_6_WC.001.SR_plate.fasta,0,0,6,6,12,Before weaning,"Colonized before WN, timepoint before WN"
19-2_6_WCx19-2_6_WC.001.SR_plate.fasta,0.333333333,0.929,6,10,12,Before weaning,"Colonized before WN, timepoint before WN"
19-2_6_WCxbin.1_sub.SR_plate.fasta,0,0,6,6,12,Before weaning,"Colonized before WN, timepoint before WN"
19-2_6_WCxbin.1_sub.SR_plate.fasta,0.333333333,0,6,10,12,Before weaning,"Colonized before WN, timepoint before WN"
19-2_6x19-2_6_LKV_19-2_6_LKV.001.LR_plate.fasta,0,0,6,6,12,Before weaning,"Colonized before WN, timepoint before WN"
19-2_6x19-2_6_LKV_19-2_6_LKV.001.LR_plate.fasta,0.833333333,4.687,6,16,12,Before weaning,"Colonized before WN, timepoint after WN"
19-2_N16x19-2_N16.019.SR_stool.fasta,0,0,12,12,12,Before weaning,"Colonized before WN, timepoint before WN"
19-2_N16x19-2_N16.019.SR_stool.fasta,0.333333333,2.169,12,16,12,Before weaning,"Colonized before WN, timepoint after WN"
19-2_N16x37.SR_stool.fasta,0,0,12,12,12,Before weaning,"Colonized before WN, timepoint before WN"
19-2_N16x37.SR_stool.fasta,0.333333333,1.283,12,16,12,Before weaning,"Colonized before WN, timepoint after WN"
20-1_11_DP_BAPcstx20-1_11_DP_BAPcst.002.SR_plate.fasta,0,0,5,5,11,Before weaning,"Colonized before WN, timepoint before WN"
20-1_11_DP_BAPcstx20-1_11_DP_BAPcst.002.SR_plate.fasta,0.5,8.294,5,11,11,Before weaning,"Colonized before WN, timepoint before WN"
20-1_11x31.SR_stool.fasta,0,0,11,11,11,Before weaning,"Colonized before WN, timepoint before WN"
20-1_11x31.SR_stool.fasta,0.25,13.28,11,14,11,Before weaning,"Colonized before WN, timepoint after WN"
20-1_11x56.SR_stool.fasta,0,0,8,8,11,Before weaning,"Colonized before WN, timepoint before WN"
20-1_11x56.SR_stool.fasta,0.5,19.629,8,14,11,Before weaning,"Colonized before WN, timepoint after WN"
20-1_11xbin.30.SR_stool.fasta,0,0,11,11,11,Before weaning,"Colonized before WN, timepoint before WN"
